Sample	posterior	likelihood	prior	pop0.theta	pop1.theta	pop12.theta	TreeHeightLogger	freqParameter.A	freqParameter.C	freqParameter.G	freqParameter.T	rate.AC	rate.AG	rate.AT	rate.CG	rate.GT	mutationRate
132000	-214845.3986	-214828.3728	-17.02584487	0.212119903	0.058818062	0.059558451	0.005983136	0.272105915	0.145707955	0.287373034	0.294813096	3.42E-05	0.966769391	0.092543921	0.528438199	0.052904327	1
133000	-214845.4571	-214826.1833	-19.2738053	0.206189133	0.059103017	0.061500559	0.005671639	0.309971821	0.145707955	0.249507128	0.294813096	3.17E-05	0.307704278	0.039852495	0.6827122	0.010429188	1
134000	-214846.7972	-214826.3307	-20.46648128	0.211725257	0.056781581	0.062588909	0.005575302	0.341629867	0.145707955	0.249507128	0.26315505	1.79E-04	0.307704278	0.154764434	0.74615643	0.041603936	1
135000	-214845.8547	-214827.0328	-18.82185241	0.20622272	0.060529557	0.061075893	0.005923329	0.341629867	0.145707955	0.290489237	0.222172941	0.001228319	0.707622121	0.13825646	0.965692155	0.069799575	1
136000	-214843.2293	-214825.8899	-17.3393334	0.224802105	0.059074307	0.061772267	0.005688364	0.32122328	0.166114543	0.290489237	0.222172941	2.25E-04	0.161896588	0.108373149	0.180134457	0.057770257	1
137000	-214844.4745	-214827.4788	-16.99571926	0.222247365	0.060182549	0.063003052	0.005530084	0.32122328	0.134096874	0.272900705	0.271779141	1.81E-04	0.090010705	0.068858321	0.22928548	0.085402974	1
138000	-214846.0134	-214828.7714	-17.24192273	0.209134343	0.061048895	0.062966885	0.005472702	0.314560434	0.162641873	0.279563551	0.243234142	2.69E-05	0.508274252	0.034342556	0.188915497	0.097030636	1
139000	-214847.4062	-214827.6278	-19.77840156	0.206980671	0.057724527	0.059925605	0.005684675	0.314560434	0.181186896	0.242627045	0.261625625	8.35E-06	0.161388067	0.030512381	0.188915497	0.097030636	1
140000	-214843.3692	-214826.2722	-17.09697022	0.214531607	0.059159053	0.061703916	0.005525037	0.235587148	0.205676039	0.297111187	0.261625625	1.12E-05	0.064905092	0.030512381	0.038040487	0.053616015	1
141000	-214848.3107	-214829.2419	-19.06873723	0.22567074	0.06211506	0.059042547	0.00569581	0.232471423	0.163959075	0.291756787	0.311812714	1.05E-04	0.197627038	0.016870247	0.038040487	0.020618083	1
142000	-214844.1313	-214826.0439	-18.08740759	0.208855649	0.059918154	0.061252519	0.005737196	0.242539838	0.163959075	0.327261796	0.26623929	9.43E-05	0.2757956	0.005563387	0.192708398	0.045749494	1
143000	-214845.386	-214828.5455	-16.84050177	0.226855137	0.057540075	0.064640852	0.005450973	0.242539838	0.194451982	0.303699211	0.259308969	8.28E-05	0.361809113	0.006530412	0.346083789	0.142546509	1
144000	-214845.8204	-214827.346	-18.47434546	0.221491346	0.055986942	0.062342667	0.005684668	0.307415885	0.204958955	0.26586985	0.221755311	5.79E-05	0.361809113	0.007237934	0.609398631	0.576603815	1
145000	-214849.9338	-214832.4306	-17.5032647	0.212841971	0.06321453	0.064367769	0.005978859	0.236701907	0.204958955	0.336583828	0.221755311	6.22E-05	1.341657279	0.002273782	0.64135061	0.538025665	1
146000	-214844.3758	-214827.0743	-17.30155061	0.228576318	0.056658904	0.062470995	0.005669624	0.236701907	0.197375239	0.337805136	0.228117719	2.42E-06	1.341657279	5.69E-04	0.461013693	0.538025665	1
147000	-214846.5458	-214829.5288	-17.01699617	0.236023659	0.05504718	0.061415247	0.005669861	0.236701907	0.216963021	0.318217353	0.228117719	2.34E-06	2.261619479	4.98E-04	0.718497911	0.538025665	1
148000	-214845.5175	-214827.3173	-18.20015285	0.206845577	0.061324901	0.060232502	0.005951748	0.236701907	0.244264718	0.290915657	0.228117719	4.10E-06	1.002850301	1.94E-04	0.337511231	0.538025665	1
149000	-214844.9825	-214825.9194	-19.06308242	0.2176018	0.060280866	0.061604502	0.005692724	0.253733484	0.244264718	0.27388408	0.228117719	4.99E-06	1.212675279	5.80E-04	1.514393989	0.664587665	1
150000	-214846.3255	-214828.3297	-17.99579953	0.213325056	0.063854165	0.060395055	0.006008813	0.253733484	0.155277032	0.317824911	0.273164574	6.78E-06	0.977779825	5.80E-04	0.623895497	0.664587665	1
151000	-214846.288	-214827.9041	-18.3839225	0.223428115	0.061811472	0.062010135	0.005622983	0.312694235	0.166616924	0.247524267	0.273164574	3.11E-06	0.656737635	5.30E-04	0.776103978	0.588600077	1
152000	-214847.4374	-214829.5566	-17.88079484	0.235965967	0.059453827	0.063346142	0.005432639	0.317294796	0.152291921	0.247524267	0.282889016	3.11E-06	0.155180574	0.00168159	0.081556858	0.695236308	1
153000	-214848.0884	-214830.5839	-17.50459301	0.214880966	0.055301118	0.062287763	0.005859395	0.317294796	0.148843482	0.247524267	0.286337455	1.08E-06	0.187053342	0.001128803	0.479099135	0.8924334	1
154000	-214846.6006	-214828.834	-17.7665839	0.204206238	0.062819282	0.061348446	0.005662902	0.303727613	0.152942993	0.253363267	0.289966127	7.39E-07	0.02690587	1.05E-04	0.479099135	0.359610105	1
155000	-214844.3672	-214826.2726	-18.09459481	0.223628103	0.059942088	0.062279736	0.005660185	0.324372848	0.157575064	0.188585254	0.329466834	8.32E-07	0.173770902	1.56E-04	0.061182859	0.102940986	1
156000	-214846.7637	-214829.5308	-17.23291375	0.217223754	0.056393335	0.061297872	0.005227525	0.324372848	0.106984228	0.23917609	0.329466834	8.24E-07	0.119194235	3.32E-04	0.220139675	0.023467482	1
157000	-214849.3619	-214830.9967	-18.365205	0.214398261	0.057254849	0.065240998	0.0051857	0.324372848	0.106984228	0.23917609	0.329466834	4.21E-06	0.132027354	2.09E-04	0.265098867	0.17998711	1
158000	-214843.5737	-214826.4951	-17.07864666	0.213014695	0.058370245	0.063303757	0.005672215	0.324372848	0.141902927	0.27797539	0.255748836	1.04E-05	0.132027354	5.51E-05	0.514981157	0.392949582	1
159000	-214845.4617	-214826.9378	-18.52394546	0.229231964	0.061286246	0.060658361	0.005806564	0.324372848	0.224612604	0.222287318	0.22872723	1.13E-05	0.520410384	1.31E-04	0.368623433	0.343937481	1
160000	-214847.536	-214827.0468	-20.48917887	0.215244424	0.056031985	0.061136005	0.005565376	0.365662917	0.183322535	0.222287318	0.22872723	4.69E-05	0.4551199	1.31E-04	0.244527067	0.234194956	1
161000	-214844.4678	-214826.2782	-18.18958158	0.220219889	0.057926258	0.061834181	0.005779007	0.314890501	0.164901777	0.216071777	0.304135945	3.45E-05	0.22847875	3.73E-04	0.52916664	0.457429738	1
162000	-214846.296	-214829.0489	-17.24710249	0.201517926	0.057181479	0.064654702	0.005358648	0.274843635	0.164901777	0.245411795	0.314842793	1.45E-05	0.173847831	0.002080767	0.859667885	0.219656605	1
163000	-214845.0358	-214825.7189	-19.31694329	0.215103743	0.058652027	0.061220933	0.005701909	0.274843635	0.164901777	0.245411795	0.314842793	3.23E-05	0.189189875	0.003432355	0.9112699	0.219656605	1
164000	-214844.03	-214826.662	-17.36797896	0.2141348	0.060939007	0.060278126	0.005939861	0.292923669	0.17307156	0.233396136	0.300608635	9.58E-05	0.324689083	0.001880787	1.049373096	0.30285187	1
165000	-214846.5652	-214827.8183	-18.74692977	0.226241873	0.061172412	0.062828947	0.005648514	0.300026275	0.152716663	0.246648427	0.300608635	1.36E-04	0.10002028	0.001880787	0.096824117	0.30285187	1
166000	-214845.5096	-214827.6904	-17.81912946	0.212001453	0.057574069	0.062751233	0.005838151	0.300026275	0.177250485	0.222114604	0.300608635	7.97E-05	0.113214772	0.001426852	0.096824117	0.421197286	1
167000	-214845.402	-214827.6999	-17.70211692	0.215637047	0.058630206	0.061642571	0.005374048	0.300026275	0.224138641	0.222114604	0.253720479	7.97E-05	0.784752731	6.48E-04	0.408641086	0.27175038	1
168000	-214846.3386	-214828.5337	-17.80493803	0.203416714	0.057422854	0.060614565	0.005420818	0.281178467	0.212521223	0.237173797	0.269126513	1.29E-05	0.588767362	9.21E-04	0.242592022	0.331012303	1
169000	-214848.1759	-214827.5072	-20.66874258	0.217777203	0.055650309	0.063913595	0.005393953	0.281178467	0.18539203	0.262831242	0.270598262	2.25E-05	0.588767362	0.002687207	0.061556197	0.331012303	1
170000	-214845.0693	-214827.2996	-17.76967039	0.223783367	0.060825454	0.062995397	0.005722309	0.281178467	0.18539203	0.262831242	0.270598262	1.62E-05	1.008259465	0.003460982	0.063754909	0.401263717	1
171000	-214846.1346	-214828.5033	-17.63136065	0.216177997	0.062748341	0.061815289	0.005641339	0.281178467	0.173022451	0.216785066	0.329014017	1.62E-05	0.327865311	0.003106694	0.076430389	0.05692155	1
172000	-214848.7497	-214830.8572	-17.89250936	0.196800227	0.056205209	0.063269301	0.005169019	0.35024453	0.173022451	0.216785066	0.259947954	1.62E-05	0.817280286	9.68E-04	0.132571117	0.05692155	1
173000	-214844.761	-214827.0025	-17.75840599	0.212559222	0.057453716	0.062938787	0.005376437	0.35024453	0.172297041	0.264522742	0.212935687	1.15E-05	0.28288694	0.003130122	0.132571117	0.015859124	1
174000	-214846.1825	-214826.5204	-19.66208551	0.222522624	0.059868387	0.061975087	0.005873249	0.35024453	0.171229073	0.229883746	0.248642651	5.12E-06	0.28288694	0.009336676	0.0592806	0.009178233	1
175000	-214847.703	-214825.8119	-21.89110855	0.221752101	0.059176492	0.060997849	0.005747142	0.306726784	0.224618379	0.22421485	0.244439988	4.81E-06	0.119639516	0.009336676	0.0592806	0.023747686	1
176000	-214844.6278	-214826.6133	-18.01452155	0.219872061	0.057748882	0.060867892	0.005505596	0.29942936	0.179216965	0.206430466	0.314923209	2.09E-05	0.211982492	0.004200694	0.061108056	0.058300664	1
177000	-214843.7495	-214826.4592	-17.29029613	0.221697879	0.059899955	0.059915903	0.005827808	0.311121453	0.167524872	0.269285403	0.252068272	1.51E-05	0.115103717	0.012465831	0.45968212	0.321618545	1
178000	-214844.0001	-214827.136	-16.86402512	0.215394959	0.0583048	0.062865254	0.0053912	0.311121453	0.167524872	0.217041283	0.304312392	2.69E-06	0.375582719	0.010199755	0.45968212	0.358410406	1
179000	-214845.0731	-214826.9314	-18.14170089	0.223968782	0.058441685	0.060113334	0.005588748	0.286854717	0.167524872	0.255725177	0.289895233	2.69E-06	0.307036219	0.048833676	0.024969077	0.358410406	1
180000	-214844.8865	-214826.1554	-18.73106483	0.223890376	0.058150594	0.061826892	0.005530931	0.286854717	0.165397021	0.255725177	0.292023084	2.69E-06	1.040074965	0.160734642	0.173768696	0.175349225	1
181000	-214844.246	-214826.8648	-17.38124319	0.20426661	0.058814486	0.060799706	0.005607726	0.330923732	0.158341167	0.287932513	0.222802587	1.49E-06	1.040074965	0.367163545	1.748477196	0.12739015	1
182000	-214844.9305	-214826.6866	-18.24381548	0.217973864	0.059169698	0.063111239	0.005768163	0.269128929	0.158341167	0.287932513	0.284597391	2.53E-06	0.732369423	0.367163545	0.972586545	0.10267022	1
183000	-214846.3517	-214826.8916	-19.4600967	0.213168138	0.057399862	0.060283847	0.005671634	0.258437357	0.177895802	0.280620355	0.283046486	4.31E-06	3.771156387	0.3696043	5.106279417	0.84550999	1
184000	-214846.6241	-214828.8456	-17.77849849	0.238253697	0.05978485	0.059244628	0.005716338	0.274233964	0.17894553	0.280620355	0.266200152	5.47E-06	3.771156387	0.421200656	1.523539648	0.605790825	1
185000	-214849.3289	-214831.9405	-17.38844746	0.234537298	0.060329155	0.065186216	0.005644313	0.274972264	0.178207229	0.280620355	0.266200152	2.92E-06	2.673956301	0.421200656	2.996194388	0.816423488	1
186000	-214847.0838	-214827.4718	-19.61201112	0.211463483	0.061622964	0.059322779	0.005908903	0.239857036	0.215517931	0.280620355	0.264004678	2.92E-06	3.215105218	0.439108752	2.996194388	2.256538885	1
187000	-214846.7031	-214826.8047	-19.89846158	0.217482351	0.058457756	0.059800676	0.005768758	0.264020001	0.198975348	0.297162938	0.239841713	4.42E-06	3.215105218	1.026956246	0.877989442	2.255300355	1
188000	-214843.3316	-214826.0901	-17.24146469	0.220466164	0.060555186	0.060825838	0.005845799	0.264020001	0.198975348	0.297162938	0.239841713	3.82E-06	3.215105218	1.026956246	0.746302843	0.163117014	1
189000	-214845.5145	-214826.2104	-19.30407284	0.22595997	0.05817925	0.060940113	0.005626321	0.264020001	0.20118457	0.294953716	0.239841713	5.72E-06	1.062452289	1.026956246	1.650147796	0.345944771	1
190000	-214843.5293	-214826.4759	-17.0533991	0.207162316	0.060273507	0.062091593	0.005782145	0.311459107	0.206948715	0.241750465	0.239841713	1.42E-06	1.062452289	0.344526487	0.947515709	0.154982579	1
191000	-214847.1382	-214827.1485	-19.98971479	0.206139461	0.061853458	0.061286786	0.005867778	0.311459107	0.206948715	0.222656696	0.258935482	1.42E-06	0.219941421	0.098470421	0.143209966	0.482626488	1
192000	-214846.1397	-214828.7205	-17.41923868	0.223779549	0.057329323	0.059281722	0.005844958	0.270497432	0.151066483	0.278538928	0.299897157	1.54E-07	0.215541498	0.105557937	0.589186161	0.04548118	1
193000	-214852.9352	-214835.3201	-17.61509245	0.211641008	0.056757068	0.067467696	0.005147926	0.273745258	0.151066483	0.260054519	0.31513374	1.83E-07	0.960105995	0.105557937	0.589186161	0.099325395	1
194000	-214848.2584	-214826.408	-21.85043111	0.214664504	0.060453479	0.060733218	0.005647603	0.323772087	0.151066483	0.256274069	0.268887361	2.58E-07	0.396522978	0.130114261	1.044775365	0.186794091	1
195000	-214849.0796	-214830.0011	-19.07849598	0.214986525	0.062733602	0.062573962	0.006113427	0.323772087	0.161646257	0.245694295	0.268887361	3.71E-07	0.396522978	0.383952675	1.049401709	0.147341349	1
196000	-214843.7653	-214826.3221	-17.44313175	0.209465952	0.057088153	0.061948576	0.005615679	0.323772087	0.136511303	0.245694295	0.294022315	6.84E-07	0.761534367	0.383952675	1.049401709	0.016804432	1
197000	-214844.141	-214826.6466	-17.49439903	0.221904036	0.056599437	0.062234393	0.005429854	0.304486966	0.179734979	0.245694295	0.270083759	6.84E-07	0.540108357	0.123869267	1.049401709	0.360200293	1
198000	-214847.2584	-214827.6287	-19.6297168	0.204629796	0.058344437	0.060114246	0.005795126	0.297379774	0.205450578	0.238153316	0.259016332	8.80E-07	0.127287825	0.09578611	0.70902139	0.360200293	1
199000	-214851.7022	-214833.7764	-17.92577019	0.202091096	0.064231834	0.057052444	0.006176692	0.297379774	0.21325474	0.230349154	0.259016332	3.77E-06	1.608510135	0.09578611	0.10326212	0.099689849	1
200000	-214845.3661	-214828.5929	-16.77320855	0.202927523	0.061970559	0.061622247	0.005596342	0.297379774	0.213198448	0.242240089	0.247181689	3.77E-06	1.96662522	0.066572436	0.10326212	0.026374726	1
201000	-214845.4557	-214828.0857	-17.37009432	0.227937448	0.056311729	0.06086797	0.005769379	0.29126302	0.147225492	0.3143298	0.247181689	6.43E-06	0.181666253	0.087488872	0.127586768	0.162833673	1
202000	-214845.1985	-214828.1111	-17.08736846	0.203881553	0.058050405	0.063318112	0.005787892	0.273572228	0.175173551	0.237450588	0.313803633	6.43E-06	0.379257252	0.126719817	0.029051553	0.078609386	1
203000	-214845.6292	-214827.2675	-18.36164421	0.203388238	0.056371776	0.062639127	0.005513869	0.273572228	0.175173551	0.237450588	0.313803633	2.35E-06	0.660295856	0.01778666	0.056653497	0.051900631	1
204000	-214849.481	-214831.5258	-17.95522675	0.186118726	0.060698351	0.060599242	0.005756233	0.332023343	0.175173551	0.2476708	0.245132306	5.53E-06	0.803289563	0.012891816	0.026033187	0.077811046	1
205000	-214843.6916	-214826.5117	-17.1798727	0.207898544	0.059266601	0.061665169	0.005835455	0.256947525	0.175173551	0.2476708	0.320208124	6.68E-06	0.803289563	0.007418353	0.019399317	0.107095446	1
206000	-214844.6549	-214826.921	-17.73394008	0.225189064	0.056745357	0.060730485	0.005627134	0.256947525	0.175173551	0.292862646	0.275016278	6.68E-06	1.195958379	0.006140258	0.076436749	0.107095446	1
207000	-214843.4926	-214825.919	-17.57356907	0.214508344	0.058989508	0.062474723	0.005594094	0.314654894	0.165501374	0.275769012	0.244074721	3.21E-05	0.445850436	0.00440263	2.640590725	0.034595181	1
208000	-214846.1632	-214827.5702	-18.59306324	0.203143156	0.0580993	0.06386908	0.005554392	0.314654894	0.165501374	0.275769012	0.244074721	2.61E-05	0.563362405	0.00440263	2.640590725	0.020343893	1
209000	-214847.4423	-214829.9318	-17.51053958	0.209561552	0.06475004	0.059038661	0.006041693	0.314654894	0.165501374	0.275769012	0.244074721	2.61E-05	0.238344788	0.00440263	0.899168415	0.073630368	1
210000	-214846.7002	-214825.8907	-20.80956612	0.212230715	0.057883506	0.061560336	0.005607192	0.249310808	0.23084546	0.275769012	0.244074721	2.07E-05	0.238344788	0.00440263	0.548090507	0.099811079	1
211000	-214846.1969	-214827.521	-18.67588116	0.232450271	0.06074667	0.061368167	0.005640611	0.288767339	0.196613159	0.275769012	0.23885049	1.01E-04	1.247647456	0.00102397	0.740065495	0.037150098	1
212000	-214846.8634	-214828.1463	-18.71709263	0.2033205	0.058493886	0.059640781	0.005675459	0.29316312	0.196613159	0.281610724	0.228612996	1.07E-04	1.247647456	0.002742505	0.740065495	0.037150098	1
213000	-214854.3387	-214830.8827	-23.45599842	0.21188644	0.064788871	0.058094969	0.006094105	0.249059112	0.165597293	0.279540046	0.305803549	1.07E-04	1.247647456	8.25E-04	0.740065495	0.095037069	1
214000	-214845.9542	-214828.0469	-17.90726945	0.204484633	0.062090533	0.05965206	0.005841553	0.274417536	0.179366563	0.284188311	0.26202759	1.07E-04	0.994682262	4.84E-04	0.765137614	0.095037069	1
215000	-214848.3758	-214826.011	-22.36476997	0.223042509	0.059164831	0.062163934	0.005611713	0.245200266	0.179366563	0.313405582	0.26202759	8.72E-05	0.734366003	4.92E-04	1.292213158	0.380079675	1
216000	-214849.2652	-214829.334	-19.93119053	0.215297631	0.063802709	0.060111739	0.006184959	0.256786246	0.167780583	0.285457537	0.289975634	3.43E-04	0.672316089	4.76E-04	3.097797363	0.658931575	1
217000	-214847.4984	-214829.5178	-17.9805976	0.196144054	0.057488318	0.060292772	0.00552289	0.315616545	0.123593742	0.270814079	0.289975634	3.43E-04	0.672316089	8.26E-04	1.713587755	0.658931575	1
218000	-214846.462	-214826.8027	-19.65935123	0.210665137	0.061515785	0.060198328	0.005886776	0.265547308	0.176143124	0.270814079	0.287495488	1.78E-04	0.33396946	5.24E-04	2.250819565	0.658931575	1
219000	-214847.88	-214829.4777	-18.40230103	0.212937736	0.064720211	0.059386732	0.00598298	0.306853752	0.135768547	0.270814079	0.286563622	5.78E-05	0.750842739	3.45E-04	2.250819565	0.515657149	1
220000	-214844.9479	-214826.9526	-17.99537313	0.209739248	0.059233901	0.059905295	0.005836165	0.28835987	0.175402423	0.270814079	0.265423628	1.72E-04	0.750842739	3.45E-04	2.250819565	1.024567811	1
221000	-214848.3695	-214829.2893	-19.08015838	0.212377294	0.061490189	0.063960139	0.005573016	0.28835987	0.175402423	0.270814079	0.265423628	1.72E-04	2.540142955	3.45E-04	1.907026816	5.940200011	1
222000	-214843.6194	-214826.2982	-17.32115669	0.227792217	0.059701731	0.060760543	0.005717018	0.331409466	0.17616599	0.270050513	0.222374031	1.80E-04	3.009032758	5.16E-04	3.403045742	2.724141237	1
223000	-214848.9511	-214829.3846	-19.5664859	0.196649029	0.056995602	0.060711167	0.005721694	0.352454099	0.17616599	0.242409355	0.228970555	3.20E-04	2.776913002	9.55E-05	3.248912553	2.724141237	1
224000	-214845.9179	-214828.66	-17.25794296	0.22622763	0.059657334	0.058685356	0.005976718	0.350806003	0.167095173	0.253128268	0.228970555	2.31E-04	0.133042963	3.69E-05	2.972712841	3.824373606	1
225000	-214847.7798	-214829.2692	-18.51062594	0.227951104	0.058640346	0.064201076	0.005372514	0.241370732	0.167095173	0.253128268	0.338405826	2.31E-04	1.281429459	3.69E-05	2.972712841	4.229590608	1
226000	-214846.4374	-214826.2976	-20.13984482	0.210679045	0.060697687	0.06075685	0.005845924	0.241370732	0.190994433	0.253128268	0.314506566	3.49E-04	6.798886908	3.36E-05	3.468381134	3.815686203	1
227000	-214843.7941	-214826.5578	-17.23630751	0.209684149	0.059103829	0.062513552	0.005506551	0.241370732	0.204311127	0.239811574	0.314506566	3.04E-04	2.055682479	7.83E-05	3.468381134	3.815686203	1
228000	-214845.6961	-214827.7974	-17.89869303	0.241203971	0.05864764	0.061422448	0.005712459	0.241370732	0.198688007	0.245434694	0.314506566	3.04E-04	1.723377625	7.83E-05	3.216755418	4.221040242	1
229000	-214845.1359	-214826.1958	-18.94008693	0.209087626	0.057526445	0.061973389	0.005539183	0.239701989	0.20035675	0.245434694	0.314506566	0.001804691	2.025175395	2.92E-05	2.220243459	1.847561864	1
230000	-214843.5295	-214826.3273	-17.20220757	0.224514387	0.058887937	0.060314471	0.005694358	0.239701989	0.20035675	0.245434694	0.314506566	0.001804691	1.447286661	1.05E-04	1.706642127	1.847561864	1
231000	-214844.1014	-214827.1378	-16.9635421	0.210647675	0.056945959	0.061420742	0.005414167	0.239701989	0.211446219	0.234345226	0.314506566	0.001804691	1.447286661	1.05E-04	1.29534113	1.839341961	1
232000	-214847.6821	-214828.1787	-19.50338341	0.198316614	0.059945158	0.061798171	0.005522573	0.241924482	0.211446219	0.229026368	0.317602932	0.001804691	1.447286661	1.46E-04	0.731220108	1.839341961	1
233000	-214845.6556	-214828.2881	-17.36747124	0.200453581	0.057779167	0.060872531	0.00580578	0.318634573	0.211446219	0.255806297	0.214112911	4.98E-04	0.392818016	3.83E-05	0.230339531	1.839341961	1
234000	-214845.8717	-214828.141	-17.7307347	0.234300671	0.057193624	0.062259573	0.005796836	0.242390061	0.211446219	0.255806297	0.290357423	5.90E-04	0.048120444	7.55E-06	0.154769465	0.976338565	1
235000	-214846.2613	-214827.2084	-19.05280388	0.216475213	0.058697312	0.062397836	0.005896723	0.242390061	0.211446219	0.255806297	0.290357423	4.27E-04	0.238276818	4.85E-06	0.140972877	0.976338565	1
236000	-214843.7765	-214826.5231	-17.25336855	0.211512793	0.059901606	0.061040416	0.005579747	0.242390061	0.211446219	0.254881138	0.291282582	4.27E-04	1.173547697	5.04E-06	2.843662308	0.976338565	1
237000	-214844.1637	-214826.7231	-17.44059218	0.223125926	0.056271026	0.06275967	0.005449332	0.311639822	0.211446219	0.254881138	0.222032821	7.08E-04	0.398896583	1.48E-05	1.740814822	2.516456624	1
238000	-214847.879	-214829.1328	-18.74614005	0.205429147	0.055556017	0.060412611	0.005492679	0.278616468	0.199131231	0.220637936	0.301614365	3.01E-04	0.398896583	1.34E-05	0.008825461	0.197630642	1
239000	-214844.0348	-214826.135	-17.8998113	0.21725883	0.057211906	0.061237142	0.005627343	0.243497268	0.138524053	0.294758091	0.323220588	1.12E-04	0.437465508	8.87E-06	0.032607248	0.084154299	1
240000	-214845.8266	-214827.316	-18.51063655	0.208358097	0.059993593	0.059477362	0.005820327	0.320171322	0.138524053	0.25672783	0.284576794	8.72E-05	0.437465508	6.18E-06	0.032607248	0.084154299	1
241000	-214844.1916	-214826.7434	-17.4482363	0.212203771	0.060696355	0.061718954	0.005591682	0.274919467	0.112698242	0.282553641	0.329828649	2.27E-04	0.380185361	2.26E-06	0.220459027	0.006992407	1
242000	-214844.9395	-214826.971	-17.96850295	0.222461721	0.059391833	0.060604175	0.005954976	0.35886643	0.218006078	0.177245805	0.245881687	0.002948908	0.53608853	2.26E-06	0.095465068	0.024846388	1
243000	-214845.3465	-214826.4549	-18.89162899	0.21535864	0.061193737	0.060185823	0.005848397	0.258382779	0.206787878	0.288947656	0.245881687	0.004044237	0.550610635	3.53E-07	0.116455225	0.011014873	1
244000	-214844.3726	-214827.2635	-17.10912257	0.210138309	0.058681906	0.06305365	0.005819872	0.258382779	0.193016921	0.302718614	0.245881687	0.003887606	0.25012154	4.14E-07	0.453918141	0.005864346	1
245000	-214847.0049	-214827.8854	-19.11949451	0.202341822	0.058441991	0.062085108	0.005855926	0.258382779	0.196804471	0.302718614	0.242094137	0.013131958	0.082174338	2.29E-07	0.40847789	0.003210055	1
246000	-214846.2795	-214829.3749	-16.90457989	0.229401993	0.054991712	0.060946376	0.005691914	0.327719379	0.12746787	0.302718614	0.242094137	0.001284837	0.232532131	2.96E-07	0.330961788	0.025013843	1
247000	-214848.0707	-214829.147	-18.92372319	0.2021828	0.063185268	0.062228911	0.005791572	0.340339807	0.180811299	0.249375185	0.229473708	4.33E-04	0.232532131	2.16E-07	0.186757606	0.025013843	1
248000	-214847.6527	-214830.4719	-17.18084031	0.197651858	0.054290225	0.064378433	0.005306091	0.340339807	0.125394178	0.238745238	0.295520777	3.56E-04	0.232532131	1.64E-07	0.08678082	0.023687591	1
249000	-214847.3705	-214827.0139	-20.35657773	0.206181899	0.058979832	0.060980198	0.005525831	0.340339807	0.125394178	0.238745238	0.295520777	4.56E-04	0.08362992	6.99E-07	0.325524042	0.137157796	1
250000	-214844.12	-214827.1415	-16.97846891	0.22325117	0.062160447	0.060248324	0.005820094	0.340339807	0.125394178	0.238745238	0.295520777	6.17E-04	0.118223231	7.42E-07	0.092638849	0.137157796	1
251000	-214847.125	-214827.7026	-19.42236182	0.219089174	0.060126051	0.063021094	0.005908024	0.30634594	0.159388045	0.238745238	0.295520777	1.60E-04	0.107656654	3.45E-06	0.081145906	0.111001772	1
252000	-214846.4621	-214826.1525	-20.30966246	0.213288253	0.060286281	0.060415732	0.005804691	0.30634594	0.178837804	0.244066244	0.270750013	1.25E-04	0.118286394	3.45E-06	0.366789553	0.373074555	1
253000	-214845.1301	-214827.0331	-18.09692078	0.222017646	0.060226098	0.062168226	0.0059238	0.30634594	0.178837804	0.244066244	0.270750013	6.30E-05	0.685137792	7.96E-07	0.173826067	0.326959571	1
254000	-214845.4525	-214826.3724	-19.08009703	0.223151749	0.059346083	0.060220928	0.005829798	0.30634594	0.178837804	0.244066244	0.270750013	5.62E-05	0.685137792	7.96E-07	0.029734999	0.520862545	1
255000	-214847.6191	-214828.275	-19.34415174	0.203350374	0.057414027	0.061851808	0.005339023	0.327030483	0.150071437	0.252148067	0.270750013	5.62E-05	1.105933446	1.94E-07	0.216080485	0.145354956	1
256000	-214848.9217	-214830.2871	-18.63467205	0.227431627	0.06303272	0.057869733	0.006081834	0.327030483	0.191243796	0.210975708	0.270750013	9.11E-05	0.089865373	2.71E-07	0.422084032	0.145354956	1
257000	-214843.7431	-214825.9101	-17.83295223	0.217970815	0.057448138	0.062372441	0.005611578	0.330328149	0.191243796	0.207678043	0.270750013	3.36E-05	0.063570199	2.71E-07	0.23527746	0.052216769	1
258000	-214846.6927	-214827.8116	-18.88110981	0.223047578	0.055464768	0.061860838	0.005346836	0.304502195	0.191243796	0.243582576	0.260671433	2.11E-05	0.123573507	2.71E-07	1.547489221	0.112747819	1
259000	-214846.2743	-214828.2898	-17.98448922	0.195832741	0.057093758	0.062102692	0.005534435	0.304502195	0.191243796	0.243582576	0.260671433	6.10E-06	0.848012274	6.50E-08	0.478398416	0.253228611	1
260000	-214844.1677	-214827.2495	-16.91820165	0.220663581	0.058610726	0.059381926	0.005727778	0.222768579	0.191243796	0.325316192	0.260671433	7.67E-06	0.848012274	2.65E-08	0.33671161	0.684735331	1
261000	-214845.8587	-214826.0167	-19.84201128	0.21043243	0.057984716	0.061358359	0.005649981	0.289558853	0.173139703	0.276630011	0.260671433	1.71E-06	0.554085989	1.07E-07	0.676557231	0.684735331	1
262000	-214846.0239	-214828.6564	-17.36742284	0.217812368	0.063665515	0.059660129	0.005828859	0.289558853	0.175511865	0.274257849	0.260671433	7.15E-06	0.82229601	2.20E-08	1.30371987	1.492913325	1
263000	-214849.9824	-214830.4317	-19.55069855	0.195060589	0.059323933	0.064533934	0.005451363	0.289558853	0.175511865	0.274257849	0.260671433	7.15E-06	2.429547401	7.30E-08	1.84308257	1.327672186	1
